cCRE_ID,cluster
chr2:118663360-118663714,3
chr17:12792550-12792937,2
chr18:74714440-74714838,4
chr4:46196002-46196440,0
chr7:45641323-45641852,4
chr12:11437650-11437860,7
chr1:180185646-180185994,4
chr12:83988604-83988901,2
chr11:119127863-119128420,4
chr2:164867170-164867544,6
chr11:120186802-120187090,1
chr8:11006181-11006460,0
chr1:181016570-181017186,4
chr10:53343764-53344072,6
chr2:36236008-36236400,2
chr17:12725951-12726228,2
chr11:11685686-11686190,3
chr4:136982114-136982468,3
chr2:68431620-68431862,2
chr7:29233706-29234041,5
chr11:70228950-70229190,1
chr14:73502640-73502976,1
chr8:123518730-123519021,3
chr1:135086325-135086586,3
chr13:75707260-75707834,7
chr11:119086214-119086550,1
chr14:65145000-65145230,7
chr8:95427691-95427910,5
chr15:3270516-3271114,4
chr13:34332832-34333080,0
chr3:88366965-88367270,1
chr2:26571747-26572184,4
chr10:80475210-80475745,0
chr11:101842338-101842759,4
chr6:127157151-127157366,5
chr7:118252444-118252878,5
chr14:51008085-51008578,2
chr18:35678640-35679040,2
chr9:50700862-50701188,2
chr6:5297320-5297626,0
chr12:73041020-73041341,5
chr15:103257920-103258656,0
chr9:107596810-107597198,5
chrX:143518523-143518984,1
chr11:121702913-121703168,1
chr18:11065998-11066230,2
chr13:24602994-24603700,4
chr7:45103718-45104049,2
chr7:99441572-99441999,5
chr17:12724030-12724341,5
chr9:21037550-21037898,5
chr4:62684467-62684798,2
chr10:79586600-79587490,1
chr11:60935376-60935718,5
chr10:77902460-77902950,7
chr2:84842047-84842270,0
chr2:172875844-172876090,0
chr15:26309530-26309940,7
chr2:133136565-133136886,2
chr3:94372702-94373006,1
chr17:35785137-35785372,4
chr5:135843510-135843780,5
chr12:3855705-3856330,2
chr11:98709195-98709464,6
chr6:126167208-126167434,0
chr10:44474350-44474636,1
chr6:112459728-112459944,5
chr15:103538370-103538660,5
chr2:84937570-84937846,7
chr5:112790414-112791030,5
chr17:25462497-25463298,5
chr7:31000550-31000902,5
chr11:75165422-75165690,3
chr10:61879533-61879773,0
chr13:110929570-110929905,2
chr18:11392810-11393247,2
chr4:154415016-154415364,3
chr6:38253760-38254502,0
chr2:153350550-153350959,2
chr2:131126390-131126920,7
chr10:79736861-79737094,3
chr3:96409430-96410062,7
chr6:129180440-129180932,5
chr1:171074355-171074596,5
chr2:4561260-4561558,7
chr1:75236250-75236946,3
chr3:99253592-99254110,7
chr11:33136140-33136510,1
chr8:84815484-84815840,3
chr11:102752982-102753332,3
chr1:136513162-136513434,6
chr15:78407591-78407858,1
chr2:131128250-131128920,7
chr3:88533760-88533960,0
chr12:111759129-111759600,1
chr19:5811846-5812410,2
chr10:45335580-45335923,1
chr12:76552292-76552608,4
chr7:143111802-143112120,5
chr11:11953049-11953286,2
chr1:80340148-80340484,1
chr1:60609130-60609666,2
chr19:4087470-4087732,4
chr9:70834750-70835095,0
chr15:77021989-77022261,4
chr9:37255240-37255762,1
chr1:74390106-74390392,4
chr3:95674930-95675332,2
chr15:73137041-73137552,2
chr1:171066629-171066862,5
chr11:61683940-61684604,0
chr2:32437014-32437520,2
chr2:36211896-36212200,3
chr10:61226850-61227144,1
chr16:91416704-91416915,6
chr14:65105272-65105651,2
chr2:163838099-163838370,5
chr1:72823960-72824176,0
chr11:88118868-88119560,2
chr11:117962360-117962580,4
chr4:135254436-135255074,5
chr17:55931840-55932542,0
chr5:138997470-138997780,5
chr13:38151182-38151697,4
chr3:97824150-97824996,2
chr6:52256570-52256889,5
chr8:94186618-94187148,0
chr12:74283996-74284553,5
chr14:63368610-63369170,2
chr12:76710494-76710856,3
chr19:7067930-7068410,3
chr4:46772172-46772414,2
chr9:103494432-103494974,5
chr11:100428682-100428994,6
chr10:79926732-79927560,0
chr16:4413358-4413584,1
chr17:27587296-27587650,6
chr1:165763610-165764080,1
chr3:95904612-95904920,1
chr4:148040853-148041314,0
chr2:26578308-26578708,4
chr7:98171082-98171580,0
chr11:117858914-117859159,5
chr2:157818350-157819028,5
chr14:27368656-27368891,6
chr11:4271075-4271312,3
chr11:61484360-61484630,5
chr2:164454085-164454400,1
chr3:88149313-88149598,6
chr4:146932388-146932770,5
chr1:193336242-193336633,4
chr14:54705900-54706163,0
chr7:101414856-101415163,0
chr15:81879870-81880310,2
chr6:148946380-148946718,0
chr11:33147138-33147380,4
chr3:96338990-96339206,5
chr2:84798645-84799190,7
chr15:103220791-103221080,2
chr13:23301119-23301420,5
chr5:137289140-137289463,0
chr7:142651510-142651940,0
chr10:13283530-13283786,6
chr9:48986924-48987180,5
chr10:19811478-19811710,2
chr17:12798640-12798940,5
chr16:4781583-4782016,2
chr17:25773556-25774018,3
chr3:132087264-132087480,7
chr11:119130422-119130736,7
chr10:83533334-83534234,2
chr9:106685850-106686060,0
chr5:113855728-113856032,5
chr1:43694860-43695316,2
chr2:166140804-166141109,4
chr7:142569096-142569440,0
chr5:113137178-113137488,5
chr7:35055960-35056740,0
chr5:34581890-34582478,0
chr11:68378425-68378644,4
chr17:8794890-8795130,5
chr14:27151477-27151864,2
chr13:110691908-110692200,5
chr10:80323318-80323910,7
chr10:4386859-4387256,1
chr3:99256910-99257180,7
chr12:110112042-110112346,1
chr5:115326366-115326623,0
chr2:27934300-27934806,5
chr3:152265305-152266060,5
chr13:51902610-51903333,4
chr5:123136010-123136230,5
chr3:34642080-34642664,5
chr4:148041384-148041630,0
chr17:80801528-80801730,6
chr11:117819127-117819467,6
chr1:172525305-172525781,2
chr2:103302675-103302920,1
chr14:62375716-62376064,5
chr9:105553979-105554390,7
chr14:104458272-104458477,5
chr9:103117590-103117850,1
chr4:130861605-130862258,5
chr11:97434961-97435350,5
chr11:114852750-114853144,0
chr3:96361822-96362110,5
chr11:4605477-4605711,4
chr13:74617243-74617810,1
chr2:72369222-72369455,6
chr9:20492584-20492978,0
chr16:16525662-16525870,2
chr11:120164490-120165130,4
chr10:127211304-127211760,7
chr10:79685634-79685877,1
chr4:148881114-148881544,5
chr11:115831592-115831848,0
chr9:48662739-48663125,3
chr15:85166729-85166947,7
chr5:115731770-115732800,7
chr11:88180888-88181490,1
chr10:13274780-13275168,2
chr4:154514540-154514760,7
chr5:144547408-144547762,7
chr11:5244103-5244322,6
chr10:117117776-117117983,2
chr9:58326456-58326812,5
chr1:128592128-128592740,1
chr2:167510413-167510806,2
chr6:52005148-52005364,5
chr3:34639280-34639824,5
chr2:27764586-27765002,7
chr19:5799180-5799404,1
chr11:103053360-103053604,6
chr2:132043202-132043538,2
chr9:21039938-21040298,7
chr13:24477690-24477982,6
chr6:97918074-97918536,5
chr2:124858428-124858866,2
chr10:80757796-80758040,4
chr3:88149725-88150372,4
chr12:112174219-112174562,3
chr17:26893196-26893470,4
chr10:60926451-60926868,5
chr1:134418688-134418925,2
chr2:4517496-4517994,2
chr8:10919856-10920060,0
chr16:16526802-16527148,6
chr11:4302746-4303158,4
chr11:100963642-100963910,4
chr17:12668540-12668770,0
chr15:84714768-84715082,1
chr15:75909022-75909730,1
chr11:60140534-60141070,5
chr11:88169781-88170000,3
chr4:150089274-150089528,2
chr19:36167378-36167830,6
chr8:71568598-71568824,4
chr17:7284368-7284830,2
chr13:54794971-54795172,3
chr13:38162568-38163332,6
chr2:30695814-30696099,1
chr7:138919200-138919810,5
chr2:65238418-65238986,1
chr11:117267301-117267666,5
chr19:7267192-7267578,4
chr17:32100020-32100524,0
chr17:7927900-7928142,1
chr3:96333484-96333826,7
chr2:37776040-37776275,0
chr13:94768855-94769300,2
chr8:121786436-121786926,5
chr2:32680342-32680631,1
chr3:96013612-96013830,2
chr8:13492672-13493206,2
chr11:5894310-5894648,0
chr18:11069413-11069790,2
chr3:101430546-101430926,2
chr11:117429426-117429740,6
chr8:69871046-69871252,3
chr8:120371784-120372047,0
chr4:141874750-141875420,0
chr17:27973369-27973604,6
chr10:62486528-62486980,1
chr8:13529802-13530240,5
chr4:133087916-133088134,5
chr9:58060939-58061187,5
chr3:95687548-95687978,4
chr11:11959820-11960109,2
chr17:25221846-25222534,0
chr11:101231334-101231958,2
chr7:31055105-31055813,5
chr2:91971564-91972073,4
chr1:88258358-88258654,5
chr9:51103892-51104110,7
chr10:12354040-12354436,6
chr1:21218558-21219018,3
chr5:99669890-99670286,0
chr6:67131875-67132220,1
chr5:92905274-92905810,0
chr7:28971892-28972134,5
chr7:63911732-63912333,5
chr4:43522918-43523132,0
chr18:34457646-34457985,2
chr10:79927630-79927970,0
chr4:106908089-106908750,0
chr13:107101643-107101914,0
chr17:46239596-46240053,1
chr11:86950219-86950572,2
chr9:77636506-77636880,5
chr2:120129112-120129510,2
chr4:45738938-45739230,1
chr14:54785926-54786240,2
chr10:80561155-80561910,3
chr3:116424992-116425235,0
chr16:96149370-96149580,0
chr11:55075577-55075796,6
chr19:5822278-5822577,6
chr8:124827335-124827690,3
chr8:84716094-84716322,7
chr10:80329390-80330100,7
chr4:134450810-134451200,3
chr7:45638692-45639065,5
chr3:87952454-87952700,0
chr4:152212162-152212593,4
chr10:80071178-80071644,5
chr7:100492994-100493410,0
chr10:81575208-81575524,7
chr3:87971624-87971940,7
chr11:79238466-79238669,6
chr10:81106470-81106680,5
chr11:101177028-101177388,3
chr6:30621654-30622126,5
chr4:135081356-135081686,3
chr12:16618856-16619269,6
chr13:38170626-38171034,2
chr4:117834840-117835350,0
chr11:93988574-93988783,4
chr18:69535476-69535865,6
chr14:34769620-34769960,7
chr10:86814445-86814973,4
chr6:51197286-51197592,5
chr10:80003976-80004212,3
chr11:88851036-88851271,2
chr14:26441730-26441952,6
chr3:69860202-69860510,5
chr8:120475311-120476160,0
chr12:112961470-112961884,4
chr2:165287576-165287978,1
chr4:133002920-133003353,5
chr11:5889198-5889554,5
chr3:87969750-87969956,5
chr15:4026490-4027340,4
chr7:96421015-96421514,0
chr3:79161200-79161711,2
chr19:8992812-8993110,4
chr11:107025744-107025970,3
chr3:97062819-97063299,2
chr18:11096480-11097060,2
chr14:121798356-121798740,5
chr8:123643620-123644050,5
chr17:23737927-23738284,3
chr15:85610670-85611128,4
chr7:126292122-126292345,3
chr14:25525034-25525419,7
chr11:3202220-3202876,1
chr10:53337240-53337453,6
chr3:152396190-152396508,5
chr14:50062059-50062610,0
chr11:98004143-98004412,3
chr12:112145964-112146458,1
chr2:35270412-35270880,4
chr10:79778026-79778276,4
chr3:101599740-101600054,1
chr13:109902876-109903410,4
chr2:38403132-38403374,5
chr4:141244932-141245354,0
chr14:20938588-20938884,6
chr10:74987920-74988128,0
chr15:99704790-99705163,2
chr11:93995187-93995456,2
chr2:165152952-165153308,6
chr6:112273512-112273816,5
chr7:13261234-13261592,1
chr12:76318360-76318612,0
chr13:59771330-59771580,2
chr2:156202866-156203450,2
chr18:35919690-35920026,1
chr10:53332850-53333194,6
chr11:75296603-75296862,4
chr10:14544825-14545626,0
chr11:78556396-78556700,2
chr10:45290768-45290984,4
chr10:53339008-53339212,6
chr18:69593240-69593610,2
chr11:80050120-80050564,6
chr2:131135796-131136124,7
chr2:27206244-27206786,4
chr10:59981890-59982280,4
chr3:153690000-153690342,0
chr16:21248414-21248878,5
chr9:50005782-50006214,5
chr11:11967505-11967970,1
chr16:15886737-15886940,1
chr17:33781176-33781710,1
chr15:103155782-103156084,3
chr7:30717068-30717730,7
chr6:117613038-117613368,5
chr5:147725480-147726480,0
chr11:120949320-120949570,0
chr9:121314110-121314479,5
chr5:64579740-64580370,0
chr14:20748424-20748634,6
chr18:69592504-69593222,2
chr7:17060410-17060668,5
chr11:98942084-98942350,4
chr11:51289650-51290380,5
chr2:164453137-164453390,6
chr11:55077357-55078210,4
chr2:84742570-84742959,7
chr10:80292280-80293048,3
chr11:98942870-98943190,4
chr3:96429026-96429232,0
chr8:84799836-84800114,5
chr11:87422490-87422725,1
chr11:61025644-61025952,6
chr11:94407710-94408134,3
chr9:56235836-56236260,5
chr6:145074610-145074858,7
chr19:36682612-36682974,2
chr9:66514202-66514682,5
chr11:100609490-100609740,6
chr8:71679460-71679762,3
chr2:30784061-30784396,0
chr11:19026736-19027610,0
chr13:69481964-69482450,4
chr17:8597760-8598060,1
chr9:48837710-48838383,4
chr1:88216003-88216260,5
chr3:96333890-96334120,7
chr9:48835820-48836450,1
chr11:120350026-120350480,4
chr17:46442492-46442854,3
chr7:142459358-142459640,5
chr2:104098554-104098860,0
chr6:142386945-142387362,7
chr17:12757090-12757351,1
chr2:18680930-18681320,1
chr3:53656976-53657594,5
chr3:96487996-96488250,2
chr14:104460370-104460676,5
chr12:111907510-111907800,3
chr11:117782060-117782280,1
chr17:39845816-39846030,7
chr10:80987970-80988350,1
chr11:69123765-69123970,2
chr18:10787580-10788140,6
chr11:5265834-5266142,4
chr10:3397257-3397460,4
chr13:118715180-118715680,7
chr4:154706400-154706770,7
chr13:118713690-118714040,7
chr6:67144970-67145620,1
chr7:67446722-67447012,5
chr7:112229122-112229418,5
chr9:45413810-45414103,7
chr16:96530310-96530778,0
chr2:122377840-122378250,1
chr7:139909454-139909799,7
chr1:88297960-88298196,5
chr14:51913910-51914330,4
chr1:74125194-74125430,3
chr10:77157270-77157570,0
chr10:126928110-126928850,4
chr17:56262502-56262970,6
chr6:52194500-52194856,5
chr6:145866620-145866888,5
chr11:99149170-99149580,5
chr12:84384734-84384990,6
chr5:51591610-51592098,2
chr1:135374812-135375364,7
chr3:132084140-132084370,7
chr8:69822420-69822886,0
chr2:164960939-164961410,7
chr10:84440486-84441334,1
chr10:78752484-78752892,7
chr11:74748063-74748428,2
chr4:147343285-147343650,7
chr5:112848976-112849480,5
chr2:118716699-118717100,4
chr15:73422917-73423167,1
chr17:27945854-27946159,5
chr10:126930792-126931298,4
chr3:103102362-103102956,0
chr19:41613352-41613564,3
chr10:53177640-53178011,2
chrX:73480029-73480268,2
chr17:56117279-56117740,1
chr11:115808752-115809027,4
chr11:55023070-55023540,2
chr11:11968031-11968302,1
chr2:36090931-36091674,7
chr11:69802741-69803050,1
chr3:102011500-102011700,7
chr17:26043326-26043676,6
chr2:91256594-91257330,1
chr11:116077350-116077600,0
chr11:119052701-119052970,7
chr16:16253547-16254012,2
chr1:192822699-192823332,4
chr5:99728607-99728849,5
chr1:88221218-88221490,5
chr7:80382456-80382773,3
chr4:141278086-141278489,0
chr7:144170350-144170930,5
chr16:91864966-91865276,0
chr12:86000576-86001228,1
chrX:170009480-170009960,0
chr5:135879698-135880165,2
chr17:6172910-6173384,2
chr10:75173610-75174045,5
chr12:110598634-110598846,1
chr1:88212300-88212630,5
chr1:168288030-168288533,5
chr7:29001062-29001460,7
chr8:121578578-121579116,7
chr3:96322224-96322523,5
chr4:134315460-134315790,5
chr11:59002410-59002990,4
chr2:158360952-158361646,7
chr7:139200160-139200400,1
chr3:101592360-101592590,2
chr2:125470634-125471011,2
chr10:45289218-45289822,4
chr12:73042539-73042876,5
chr19:7185112-7185470,3
chr16:20716084-20716554,1
chr3:84468176-84468410,3
chr12:112722030-112722750,1
chr7:16947265-16947556,5
chrX:169980710-169981040,0
chr10:86300329-86300868,1
chr17:27017830-27018523,1
chr8:45875290-45875667,5
chr9:108264338-108264820,5
chr10:111184639-111184914,2
chr15:76999070-76999402,6
chr17:26868318-26868550,2
chr4:149951232-149951496,3
chr17:69969087-69969860,5
chr11:117127906-117128440,2
chr11:52365117-52365438,2
chr10:83895668-83896274,6
chr3:95054490-95055152,2
chr7:45194403-45194716,0
chr15:103535130-103535420,5
chr14:31195072-31195547,2
chr8:84599522-84599796,5
chr4:154391883-154392190,0
chrX:101847182-101847469,0
chr12:83987426-83987686,6
chr11:98393346-98393601,4
chr8:84191964-84192328,0
chr13:73970850-73971322,4
chr11:120630092-120630310,5
chr17:33972696-33972940,1
chr16:38625155-38625511,2
chr2:68378333-68379020,6
chr3:96487638-96487890,2
chr9:20871258-20871538,1
chr18:11095918-11096170,6
chr9:44096539-44096899,5
chr10:127354075-127354466,4
chr6:112401987-112402426,5
chrX:102006612-102006902,5
chr14:55658020-55658412,1
chr5:144546036-144546410,7
chr11:75192880-75193109,4
chr4:135972362-135972753,0
chr15:98170077-98170463,3
chr3:96341369-96341680,5
chr2:150771688-150772052,4
chr15:73060239-73060680,0
chr6:90988562-90989290,0
chr10:80242134-80242431,1
chr13:119408060-119408358,4
chr11:31839760-31840020,1
chr10:77634196-77634409,2
chr11:102924892-102925332,5
chr11:95712580-95713692,1
chr4:154839505-154839764,1
chr4:148857816-148858056,5
chr1:75936370-75936954,4
chr3:152763404-152763850,0
chr11:76484164-76484512,0
chr1:73999284-73999544,4
chr9:107357660-107358009,7
chr12:11204260-11204696,6
chr8:111716861-111717366,5
chr4:136177708-136177989,0
chr4:46664682-46665014,0
chr11:3150110-3150310,1
chr14:30650965-30651298,6
chr13:60007692-60008074,6
chr2:121551223-121551636,4
chr17:23739269-23739700,1
chr17:69195848-69196064,2
chr7:46282976-46283252,1
chr7:16309345-16309930,0
chr11:96943740-96944245,7
chr10:77188540-77188742,0
chr18:11221912-11222222,4
chr11:88215394-88215660,4
chr11:107341332-107341612,6
chr2:131044733-131045011,1
chr8:120414280-120414542,1
chr10:56378760-56379280,1
chr9:104277422-104277896,5
chr2:30864354-30864556,0
chr2:163392467-163392790,4
chr19:5016203-5016740,4
chr3:153791710-153792290,0
chr1:88290020-88290254,5
chr13:109903476-109903741,1
chr13:101692340-101692630,4
chr15:82184222-82184490,0
chr8:69134041-69134406,2
chr11:100962386-100962792,4
chr14:55853230-55853738,5
chr10:91166970-91167620,6
chr17:6006077-6006369,4
chr2:154558548-154558940,3
chr19:37177958-37178170,4
chr9:21748068-21748526,5
chr5:140036816-140037114,3
chr3:102062410-102062918,0
chr11:101260030-101260696,0
chr16:38350392-38350822,2
chr10:45104036-45104370,2
chr6:97526175-97526440,5
chr17:6216078-6216337,2
chr15:86005977-86006289,6
chr11:116218636-116219040,4
chr2:68415690-68416167,6
chr11:100610398-100610788,6
chr17:35569388-35569723,3
chr15:83967870-83968088,2
chr19:5017330-5017568,4
chr11:60176603-60177021,4
chr16:92447514-92447760,7
chr6:67139470-67139770,1
chr14:66827964-66828240,5
chr10:61228357-61228626,3
chr14:30548163-30548642,4
chr16:21245980-21246860,0
chr10:62327505-62327801,1
chr10:63157035-63157438,6
chr1:135514300-135514530,4
chr17:35164312-35164542,1
chr11:4303161-4303366,4
chr5:137338584-137338990,5
chr16:38653490-38654370,1
chr4:117829883-117830434,0
chr8:84903022-84903600,0
chr15:77085852-77086350,6
chr5:31571052-31571472,5
chr16:23498693-23499170,4
chrX:102251833-102252573,5
chr19:37174705-37175632,4
chr1:51478052-51478634,1
chr12:86824430-86825210,2
chr1:181975485-181975962,6
chr11:3123620-3124111,2
chr9:53247871-53248367,7
chr11:11957820-11958070,2
chr19:3576358-3576740,1
chr12:109510418-109510667,7
chr1:89120224-89120669,2
chr3:84745302-84745550,6
chr13:52584010-52584212,3
chr15:99449268-99449868,2
chr1:58712432-58713024,2
chr15:86105192-86105683,1
chr4:147423200-147423408,5
chr14:101840108-101840410,6
chr16:38652250-38652508,2
chrX:170019626-170019910,0
chr16:18970885-18971202,7
chr5:134779220-134779587,5
chr17:5994665-5994874,6
chr14:31195838-31196065,2
chr1:72318160-72318500,1
chr17:24558444-24558709,6
chr5:113634329-113634726,5
chr4:135772614-135773061,5
chr2:31210494-31210794,2
chr5:137787639-137787890,5
chr11:11836360-11837170,5
chr8:120382422-120383142,5
chr4:147985320-147986000,5
chr11:94495430-94495767,4
chr9:54740652-54740906,3
chr7:117380858-117381680,0
chr3:96524720-96525228,6
chr11:120142629-120143073,2
chr13:59682638-59682960,5
chr11:94451055-94451532,4
chr1:175880566-175880952,7
chr11:3161452-3161652,5
chr11:120632810-120633780,5
chr1:181393636-181394070,2
chr1:181974386-181974593,2
chr1:125577010-125577221,2
chr17:6747614-6747920,6
chr16:90830244-90831230,1
chr9:63182400-63182644,3
chr1:88216646-88216880,5
chr15:85712834-85713086,6
chr11:3137399-3137609,5
chr1:135805463-135805704,3
chr15:73739697-73739955,4
chr9:108080160-108080530,0
chr4:152315620-152315925,5
chr17:12688777-12689373,4
chr8:75038525-75038910,5
chr7:29281450-29282060,5
chr7:68129108-68129448,0
chr16:23989901-23990256,4
chr16:43362926-43363430,6
chr7:101460438-101460866,4
chr18:34379960-34380492,6
chr4:134055168-134055402,1
chr11:94233522-94233794,4
chr10:84388880-84389208,2
chr8:84749773-84750142,3
chr17:6655790-6656191,2
chr1:43159570-43159817,2
chr14:34849480-34849712,1
chr4:43523882-43524430,5
chr5:144548132-144548410,7
chr4:53263751-53264240,2
chr3:58167750-58167987,1
chr4:46307364-46307671,6
chr11:106134625-106135517,1
chr11:102375822-102376100,0
chr4:107803482-107803920,0
chr7:45134541-45134910,0
chr7:102268012-102268240,0
chr16:94519048-94519490,6
chr14:45529480-45530442,1
chr8:46210823-46211335,5
chr10:86794990-86795440,6
chr12:83988170-83988466,4
chr17:56124612-56124864,3
chr11:86894820-86895467,4
chr17:12668889-12669590,0
chr5:135887673-135888136,5
chr1:193272474-193273542,4
chr1:89131828-89132114,6
chr12:84180956-84181362,2
chr18:11145004-11145341,6
chr2:103969418-103969710,7
chr11:101231009-101231332,2
chr1:167269560-167269794,2
chr2:19663480-19663790,2
chr2:27097780-27098100,0
chr7:103909950-103910349,0
chr5:113973136-113973455,0
chr2:153492350-153493430,0
chr1:74020508-74020736,4
chr10:60957812-60958170,2
chr11:31713490-31713716,4
chr18:75498810-75499046,7
chr8:120368874-120369224,5
chr14:63062206-63062516,0
chr17:27555258-27555730,0
chr7:67031270-67031693,5
chr16:95824966-95825442,4
chr8:84738384-84738691,0
chr13:24629173-24629704,6
chr10:80084760-80085255,6
chr10:118004040-118004570,6
chr2:154407560-154408200,3
chr14:20766775-20767021,2
chr1:166127736-166128050,4
chr8:13506814-13507186,6
chr17:12760710-12761016,2
chr1:43153690-43154045,6
chr2:158168784-158169083,2
chr11:75348092-75348665,1
chr8:119277036-119277470,5
chr16:91847600-91847854,6
chr17:35720768-35721008,2
chr11:68496196-68496480,3
chr2:30265830-30266348,4
chr1:88228200-88228423,5
chr1:72599410-72599818,6
chr15:97786022-97786360,3
chr5:115514910-115515374,5
chr13:119610524-119611040,5
chr7:143112454-143112742,5
chr9:65158746-65159022,0
chr13:24639075-24639443,4
chr2:35563784-35564076,2
chr2:91932420-91932658,0
chr10:75898908-75899274,2
chr19:7135572-7135926,4
chr3:88483690-88483926,3
chr10:43578804-43579700,0
chr11:4216021-4216475,4
chr8:110902168-110902574,7
chr14:66336860-66337080,2
chr11:115174920-115175162,3
chr3:87959358-87959616,0
chr2:102866770-102867005,2
chr10:81424850-81425110,4
chr6:125573110-125573558,0
chr1:57890280-57890590,4
chr4:147124807-147125190,0
chr6:137170504-137170751,0
chr17:56740140-56740826,4
chr17:24559208-24559418,4
chr19:42238270-42238778,6
chr2:27887000-27887400,5
chr17:23548625-23548990,7
chr1:60610668-60610976,4
chr14:25711200-25711620,2
chr13:23395830-23396032,7
chr8:120295292-120295890,0
chr4:150101678-150101910,3
chr2:18039626-18040272,0
chr3:101597320-101597598,6
chr1:88292140-88292430,5
chr8:71464134-71464508,5
chr11:74652897-74653317,2
chr2:153494240-153494656,0
chr4:45786766-45787022,3
chr15:85207090-85207466,0
chr16:93384251-93384468,7
chr4:148159818-148160278,0
chr15:3269598-3269839,1
chr1:75408256-75408544,5
chr10:61473712-61474036,6
chr17:31826981-31827655,4
chr11:4292570-4292894,6
chr17:45599500-45599828,7
chr19:44518750-44519002,3
chr17:35870570-35870939,2
chr9:37539244-37539531,1
chr15:97247130-97247620,1
chr6:31563550-31564220,0
chr4:107217700-107217962,0
chr12:86518740-86519033,7
chr11:120382496-120382842,2
chr1:74332203-74332702,4
chr4:139059703-139059930,1
chr9:72133056-72133440,5
chr12:4233904-4234410,1
chr11:3374000-3374242,5
chr1:165856230-165856430,3
chr19:36258170-36258494,2
chr7:65932200-65932577,7
chr1:43238330-43238870,6
chr14:25488053-25488382,4
chr14:54981180-54981387,2
chr15:103535850-103536164,5
chr3:107760075-107760442,5
chr3:96398810-96399160,5
chr11:97700210-97700570,2
chr17:56762094-56762380,1
chr17:8797716-8798007,0
chr11:32619352-32619747,4
chr10:75589270-75589617,4
chr16:17927950-17928960,3
chr8:102783892-102784160,0
chr17:79355594-79355941,1
chr17:27797188-27797750,2
chr16:19760115-19760391,7
chr16:17554007-17554401,0
chr1:165046601-165047018,0
chr19:36348462-36349190,1
chr11:11839549-11839880,0
chr11:69549006-69549586,3
chr5:92745808-92746176,5
chr10:77151198-77151590,0
chr12:83924380-83924622,0
chr11:96823884-96824456,1
chr14:101483182-101483674,6
chr8:94913412-94913630,0
chr17:33779286-33779672,4
chr17:31057640-31057920,3
chr4:62697562-62697827,5
chr11:117781126-117781760,4
chr15:99248886-99249489,4
chr4:46527250-46527800,0
chr13:119615022-119615278,5
chr15:26309102-26309490,7
chr11:88901485-88901816,2
chr5:136102174-136102510,3
chr2:157065386-157065614,6
chr15:76189904-76190260,4
chr11:33138911-33139170,1
chr16:38625810-38626214,2
chr11:3127232-3127498,1
chr3:34653572-34653811,5
chr17:12205000-12205870,0
chr7:15962428-15963030,2
chr7:12478180-12478802,0
chr9:62477082-62477561,2
chr10:3525680-3525993,2
chr17:32207640-32208198,6
chr4:129286908-129287373,3
chr15:78785992-78786286,4
chr8:84709251-84709474,5
chr4:154636268-154636765,5
chr16:23300880-23301120,2
chr11:69952376-69952617,1
chr3:96337780-96337989,5
chr3:83970674-83971152,6
chr10:53336489-53336860,6
chr16:92696710-92696950,7
chr1:75399876-75400480,4
chr3:97071870-97072310,6
chr3:107559170-107559526,3
chr7:19409762-19410125,5
chr11:88968312-88968550,7
chr10:43580802-43581030,0
chr17:34349488-34349721,5
chr6:124911552-124911926,5
chr17:33978580-33979001,3
chr9:22099730-22100220,0
chr3:98095006-98095318,5
chr5:140583032-140583372,3
chr5:142960710-142961160,0
chr16:95238490-95238925,2
chr4:135653222-135653658,5
chr11:120631686-120631936,7
chr17:79354743-79355478,4
chr1:136007807-136008269,7
chr7:81132835-81133412,2
chr2:150788890-150789305,6
chr11:98395050-98395500,4
chr14:120336270-120336930,2
chr11:119215120-119215882,4
chr11:120948904-120949246,0
chr18:56814128-56814524,4
chr8:57410385-57410650,1
chr18:56684676-56685040,2
chr3:96486522-96487010,2
chr2:125505872-125506537,5
chr1:171189323-171189683,4
chr3:122245300-122245916,0
chr7:141696368-141696786,3
chr6:88627364-88627722,5
chr4:134081856-134082270,7
chr3:107035940-107036506,7
chr11:33145310-33145528,4
chr16:21216126-21216350,0
chr4:149539352-149539804,0
chr9:63181474-63181734,3
chr4:152107502-152108330,0
chr13:29628683-29628946,2
chr17:55712191-55712770,3
chr3:68536163-68536370,1
chr12:71748744-71749035,6
chr8:122720360-122720672,0
chr9:114562746-114563080,0
chr4:154329688-154330309,5
chr2:72242038-72242420,4
chr10:75451407-75451918,2
chr10:84622206-84622690,1
chr15:96185401-96185919,6
chr11:96351250-96351578,7
chr17:35813142-35813610,4
chr14:65376484-65376850,6
chr9:44343307-44343580,0
chr17:7260404-7260824,0
chr11:33134680-33134912,3
chr2:38658335-38658760,1
chr17:55445640-55446140,7
chr4:142493130-142493405,6
chr14:54973395-54973600,4
chr12:111671504-111671853,3
chr6:91836267-91836470,5
chr2:150766908-150767302,6
chr6:67228830-67229107,5
chr12:112176094-112176370,3
chr18:70530040-70530430,7
chr18:35678150-35678410,6
chr11:5054904-5055246,3
chr5:114507770-114508097,1
chr1:182282160-182282664,3
chr4:141020926-141021548,5
chr19:7165284-7165624,3
chr6:117606880-117607480,0
chr11:88849070-88849630,2
chr7:17017096-17017479,2
chr6:117605880-117606827,5
chr11:95826620-95826936,1
chr4:129239061-129239458,7
